ticket_id,customer_id,sku_id,order_id,issue_type,issue_text,resolution_status,created_at,Resolved_at
TICK00000274,CUST00070,SKU00012,,Assembly Help,Stuck on step 7 of assembly. Diagram doesn't match pieces.,Open,2026-04-09 21:51:14.842530,2026-04-13 21:51:14.842530
TICK00000275,CUST00282,SKU00362,ORD0000828,Assembly Help,Stuck on step 7 of assembly. Diagram doesn't match pieces.,Open,2026-04-09 21:51:14.563618,
TICK00000276,CUST00489,SKU00320,ORD0001494,Missing Parts,Received two left legs and no right leg.,Closed,2026-04-09 21:51:14.825236,2026-04-15 21:51:14.825236
TICK00000277,CUST00545,SKU00068,ORD0001659,Quality Complaint,Fabric is pilling badly after a few weeks.,Resolved,2026-04-09 21:51:14.028373,2026-04-18 21:51:14.028373
TICK00000278,CUST00428,SKU00312,ORD0001311,Product Damage Report,Upholstery has tear along the back seam.,In Progress,2026-04-09 21:51:14.045462,
TICK00000279,CUST00708,SKU00034,ORD0002170,Return Status Inquiry,Return delivered back to you a week ago. When is refund?,Resolved,2026-04-09 21:51:14.641454,2026-04-19 21:51:14.641454
TICK00000280,CUST00450,SKU00361,ORD0001384,Product Damage Report,Corner of table is crushed - box was damaged.,Resolved,2026-04-09 21:51:14.576771,2026-04-16 21:51:14.576771
TICK00000281,CUST00777,SKU00350,ORD0002388,Quality Complaint,Fabric is pilling badly after a few weeks.,Resolved,2026-04-09 21:51:14.651130,2026-04-11 21:51:14.651130
TICK00000282,CUST00146,SKU00362,ORD0000433,Product Damage Report,Corner of table is crushed - box was damaged.,In Progress,2026-04-09 21:51:14.766959,
TICK00000283,CUST00582,SKU00310,ORD0001779,Return Status Inquiry,"Initiated return 10 days ago, still no shipping label.",Resolved,2026-04-09 21:51:14.416587,2026-04-17 21:51:14.416587
TICK00000284,CUST00699,SKU00029,ORD0002142,Assembly Help,Stuck on step 7 of assembly. Diagram doesn't match pieces.,Resolved,2026-04-09 21:51:14.638991,2026-04-15 21:51:14.638991
TICK00000285,CUST00219,SKU00273,ORD0000637,Return Status Inquiry,Was promised full refund but only got partial amount.,Open,2026-04-09 21:51:14.498038,2026-04-13 21:51:14.498038
TICK00000286,CUST00295,SKU00191,ORD0000860,Assembly Help,Cam locks won't tighten properly.,Escalated,2026-04-09 21:51:14.627164,2026-04-17 21:51:14.627164
TICK00000287,CUST00357,SKU00304,ORD0001055,Quality Complaint,Fabric is pilling badly after a few weeks.,Escalated,2026-04-09 21:51:14.289672,
TICK00000288,CUST00002,SKU00041,ORD0000007,Product Damage Report,Corner of table is crushed - box was damaged.,Resolved,2026-04-09 21:51:14.956650,2026-04-17 21:51:14.956650
TICK00000289,CUST00637,SKU00349,ORD0001945,Return Status Inquiry,Return delivered back to you a week ago. When is refund?,Open,2026-04-09 21:51:14.482945,2026-04-17 21:51:14.482945
TICK00000290,CUST00533,SKU00284,ORD0001630,Quality Complaint,Weld on metal frame has cracked.,Closed,2026-04-09 21:51:14.804688,2026-04-12 21:51:14.804688
TICK00000291,CUST00715,SKU00330,ORD0002200,Return Status Inquiry,Return portal won't let me process - says outside window.,Escalated,2026-04-09 21:51:14.684991,2026-04-15 21:51:14.684991
TICK00000292,CUST00727,SKU00001,ORD0002237,Assembly Help,Missing Allen wrench that's supposed to be included.,Resolved,2026-04-09 21:51:14.297434,
TICK00000293,CUST00686,SKU00136,ORD0002098,Delivery Issue,Delivery driver left package in the rain.,Escalated,2026-04-09 21:51:14.072973,2026-04-20 21:51:14.072973
TICK00000294,CUST00377,SKU00401,ORD0001120,Missing Parts,Hardware packet B is missing from shipment.,In Progress,2026-04-09 21:51:14.059913,2026-04-13 21:51:14.059913
TICK00000295,CUST00390,,,Quality Complaint,Fabric is pilling badly after a few weeks.,Resolved,2026-04-09 21:51:14.439605,2026-04-15 21:51:14.439605
TICK00000296,CUST00701,SKU00339,ORD0002149,Product Damage Report,Huge scratch across entire top surface.,Open,2026-04-09 21:51:14.484251,
TICK00000297,CUST00238,SKU00243,ORD0000699,Delivery Issue,Delivery driver left package in the rain.,Escalated,2026-04-09 21:51:14.204023,2026-04-15 21:51:14.204023
TICK00000298,CUST00562,SKU00414,,Product Damage Report,Upholstery has tear along the back seam.,Open,2026-04-09 21:51:14.606660,2026-04-12 21:51:14.606660
TICK00000299,CUST00242,SKU00279,ORD0000713,Quality Complaint,Weld on metal frame has cracked.,Resolved,2026-04-09 21:51:14.312582,2026-04-14 21:51:14.312582
TICK00000300,CUST00348,SKU00103,ORD0001039,Product Damage Report,Just opened box and glass is completely shattered.,Closed,2026-04-09 21:51:14.718363,2026-04-19 21:51:14.718363
TICK00000301,CUST00594,SKU00001,ORD0001809,Product Damage Report,Just opened box and glass is completely shattered.,Closed,2026-04-09 21:51:14.734200,2026-04-11 21:51:14.734200
TICK00000302,CUST00749,SKU00002,ORD0002304,Return Status Inquiry,Was promised full refund but only got partial amount.,Escalated,2026-04-09 21:51:14.860777,
TICK00000303,CUST00495,,,Delivery Issue,Scheduled delivery window was missed with no communication.,Resolved,2026-04-09 21:51:14.975374,2026-04-15 21:51:14.975374
TICK00000304,CUST00475,,,Delivery Issue,Delivery driver left package in the rain.,Closed,2026-04-09 21:51:14.130766,2026-04-19 21:51:14.130766
TICK00000305,CUST00289,SKU00229,ORD0000844,Missing Parts,Remote control is missing from the package.,Closed,2026-04-09 21:51:14.370540,
TICK00000306,CUST00011,SKU00414,ORD0000036,Quality Complaint,Strong chemical odor that still hasn't gone away.,Resolved,2026-04-09 21:51:14.561651,2026-04-17 21:51:14.561651
TICK00000307,CUST00301,SKU00203,ORD0000881,Assembly Help,Missing Allen wrench that's supposed to be included.,Escalated,2026-04-09 21:51:14.319116,2026-04-18 21:51:14.319116
TICK00000308,CUST00680,SKU00092,ORD0002075,Quality Complaint,Weld on metal frame has cracked.,Escalated,2026-04-09 21:51:14.466473,
TICK00000309,CUST00120,,,Assembly Help,Missing Allen wrench that's supposed to be included.,In Progress,2026-04-09 21:51:14.267472,
TICK00000310,CUST00027,SKU00277,,Product Damage Report,Upholstery has tear along the back seam.,In Progress,2026-04-09 21:51:14.247919,2026-04-20 21:51:14.247919
TICK00000311,CUST00042,SKU00264,ORD0000117,Delivery Issue,Tracking shows delivered but I never received anything.,In Progress,2026-04-09 21:51:14.096812,2026-04-13 21:51:14.096812
TICK00000312,CUST00608,SKU00370,ORD0001844,Quality Complaint,Finish is already peeling off after 2 months.,Open,2026-04-09 21:51:14.290212,2026-04-15 21:51:14.290212
TICK00000313,CUST00756,SKU00104,ORD0002327,Return Status Inquiry,Return portal won't let me process - says outside window.,Closed,2026-04-09 21:51:14.384150,
TICK00000314,CUST00175,,,Missing Parts,Received two left legs and no right leg.,In Progress,2026-04-09 21:51:14.615377,2026-04-11 21:51:14.615377
TICK00000315,CUST00522,SKU00073,ORD0001592,Assembly Help,Missing Allen wrench that's supposed to be included.,Open,2026-04-09 21:51:14.248270,2026-04-14 21:51:14.248270
TICK00000316,CUST00315,SKU00239,ORD0000932,Delivery Issue,Tracking shows delivered but I never received anything.,Closed,2026-04-09 21:51:14.865308,2026-04-16 21:51:14.865308
TICK00000317,CUST00038,SKU00225,ORD0000105,Return Status Inquiry,Was promised full refund but only got partial amount.,In Progress,2026-04-09 21:51:14.159700,2026-04-10 21:51:14.159700
TICK00000318,CUST00222,SKU00143,ORD0000647,Missing Parts,Decorative knobs for drawers weren't in the box.,Closed,2026-04-09 21:51:14.327436,2026-04-18 21:51:14.327436
TICK00000319,CUST00220,SKU00363,ORD0000640,Assembly Help,Stuck on step 7 of assembly. Diagram doesn't match pieces.,Escalated,2026-04-09 21:51:14.577687,2026-04-16 21:51:14.577687
TICK00000320,CUST00136,SKU00120,ORD0000384,Assembly Help,Stuck on step 7 of assembly. Diagram doesn't match pieces.,In Progress,2026-04-09 21:51:14.312715,2026-04-15 21:51:14.312715
TICK00000321,CUST00514,SKU00294,ORD0001567,Return Status Inquiry,"Initiated return 10 days ago, still no shipping label.",Resolved,2026-04-09 21:51:14.763121,2026-04-17 21:51:14.763121
TICK00000322,CUST00116,SKU00352,ORD0000335,Assembly Help,Missing Allen wrench that's supposed to be included.,Open,2026-04-09 21:51:14.498266,
TICK00000323,CUST00096,SKU00147,ORD0000277,Missing Parts,Decorative knobs for drawers weren't in the box.,Resolved,2026-04-09 21:51:14.514725,2026-04-12 21:51:14.514725
TICK00000324,CUST00788,SKU00278,ORD0002414,Missing Parts,Remote control is missing from the package.,In Progress,2026-04-09 21:51:14.498760,
TICK00000325,CUST00513,SKU00238,,Return Status Inquiry,"Initiated return 10 days ago, still no shipping label.",Open,2026-04-09 21:51:14.308541,2026-04-19 21:51:14.308541
TICK00000326,CUST00320,SKU00333,ORD0000948,Product Damage Report,Corner of table is crushed - box was damaged.,Escalated,2026-04-09 21:51:14.023176,2026-04-10 21:51:14.023176
TICK00000327,CUST00211,SKU00344,ORD0000617,Assembly Help,Cam locks won't tighten properly.,Escalated,2026-04-09 21:51:14.945233,2026-04-16 21:51:14.945233
TICK00000328,CUST00054,SKU00194,ORD0000149,Assembly Help,Pre-drilled holes for drawer slides don't align.,Closed,2026-04-09 21:51:14.505445,2026-04-15 21:51:14.505445
TICK00000329,CUST00418,SKU00399,ORD0001285,Product Damage Report,Corner of table is crushed - box was damaged.,In Progress,2026-04-09 21:51:14.966687,2026-04-16 21:51:14.966687
TICK00000330,CUST00696,SKU00333,ORD0002134,Return Status Inquiry,Return portal won't let me process - says outside window.,In Progress,2026-04-09 21:51:14.215144,
TICK00000331,CUST00129,SKU00074,,Product Damage Report,Huge scratch across entire top surface.,Escalated,2026-04-09 21:51:14.352895,
TICK00000332,CUST00628,SKU00147,ORD0001912,Return Status Inquiry,Return delivered back to you a week ago. When is refund?,Open,2026-04-09 21:51:14.050540,
TICK00000333,CUST00039,,,Return Status Inquiry,"Initiated return 10 days ago, still no shipping label.",Closed,2026-04-09 21:51:14.494894,2026-04-13 21:51:14.494894
TICK00000334,CUST00368,SKU00215,ORD0001089,Missing Parts,Received two left legs and no right leg.,Closed,2026-04-09 21:51:14.882339,2026-04-18 21:51:14.882339
TICK00000335,CUST00414,SKU00215,,Return Status Inquiry,Was promised full refund but only got partial amount.,In Progress,2026-04-09 21:51:14.654260,
TICK00000336,CUST00402,,,Assembly Help,Cam locks won't tighten properly.,In Progress,2026-04-09 21:51:14.470587,2026-04-16 21:51:14.470587
TICK00000337,CUST00475,SKU00200,ORD0001451,Missing Parts,Hardware packet B is missing from shipment.,Closed,2026-04-09 21:51:14.536691,
TICK00000338,CUST00054,SKU00220,,Missing Parts,Decorative knobs for drawers weren't in the box.,Closed,2026-04-09 21:51:14.847172,2026-04-15 21:51:14.847172
TICK00000339,CUST00593,SKU00338,ORD0001807,Product Damage Report,Upholstery has tear along the back seam.,Open,2026-04-09 21:51:14.430928,2026-04-20 21:51:14.430928
TICK00000340,CUST00410,SKU00313,,Assembly Help,Pre-drilled holes for drawer slides don't align.,In Progress,2026-04-09 21:51:14.882456,
TICK00000341,CUST00238,SKU00281,ORD0000699,Product Damage Report,Corner of table is crushed - box was damaged.,Resolved,2026-04-09 21:51:14.727508,2026-04-11 21:51:14.727508
TICK00000342,CUST00249,,,Quality Complaint,Fabric is pilling badly after a few weeks.,Closed,2026-04-09 21:51:14.763857,
TICK00000343,CUST00328,SKU00233,ORD0000971,Delivery Issue,Delivery driver left package in the rain.,In Progress,2026-04-09 21:51:14.365937,
TICK00000344,CUST00715,SKU00037,ORD0002196,Product Damage Report,Corner of table is crushed - box was damaged.,Closed,2026-04-09 21:51:14.400582,
TICK00000345,CUST00362,SKU00383,,Quality Complaint,Fabric is pilling badly after a few weeks.,Closed,2026-04-09 21:51:14.570282,2026-04-13 21:51:14.570282
TICK00000346,CUST00254,SKU00269,ORD0000744,Missing Parts,Received two left legs and no right leg.,Open,2026-04-09 21:51:14.194655,2026-04-20 21:51:14.194655
TICK00000347,CUST00429,SKU00292,ORD0001312,Assembly Help,Missing Allen wrench that's supposed to be included.,In Progress,2026-04-09 21:51:14.553223,2026-04-16 21:51:14.553223
TICK00000348,CUST00352,SKU00257,ORD0001047,Missing Parts,Hardware packet B is missing from shipment.,Escalated,2026-04-09 21:51:14.073532,
TICK00000349,CUST00498,SKU00307,ORD0001520,Quality Complaint,Finish is already peeling off after 2 months.,Open,2026-04-09 21:51:14.504256,2026-04-14 21:51:14.504256
TICK00000350,CUST00398,SKU00178,ORD0001201,Product Damage Report,Upholstery has tear along the back seam.,Resolved,2026-04-09 21:51:14.764404,2026-04-11 21:51:14.764404
TICK00000351,CUST00768,SKU00026,,Product Damage Report,Corner of table is crushed - box was damaged.,Open,2026-04-09 21:51:14.279721,
TICK00000352,CUST00668,SKU00047,ORD0002049,Missing Parts,Remote control is missing from the package.,Open,2026-04-09 21:51:14.989091,2026-04-15 21:51:14.989091
TICK00000353,CUST00149,SKU00355,ORD0000439,Product Damage Report,Huge scratch across entire top surface.,In Progress,2026-04-09 21:51:14.680399,2026-04-17 21:51:14.680399
TICK00000354,CUST00657,SKU00215,ORD0002005,Return Status Inquiry,Was promised full refund but only got partial amount.,Escalated,2026-04-09 21:51:14.118811,2026-04-19 21:51:14.118811
TICK00000355,CUST00404,SKU00186,ORD0001224,Quality Complaint,Fabric is pilling badly after a few weeks.,Closed,2026-04-09 21:51:14.975083,2026-04-16 21:51:14.975083
TICK00000356,CUST00333,SKU00003,ORD0000990,Missing Parts,Decorative knobs for drawers weren't in the box.,Resolved,2026-04-09 21:51:14.393904,2026-04-16 21:51:14.393904
TICK00000357,CUST00548,SKU00371,ORD0001665,Quality Complaint,Weld on metal frame has cracked.,Resolved,2026-04-09 21:51:14.794897,
TICK00000358,CUST00676,SKU00222,ORD0002062,Return Status Inquiry,Return portal won't let me process - says outside window.,Closed,2026-04-09 21:51:14.339085,
TICK00000359,CUST00775,,,Product Damage Report,Upholstery has tear along the back seam.,Resolved,2026-04-09 21:51:14.938949,
TICK00000360,CUST00741,SKU00254,ORD0002278,Quality Complaint,Weld on metal frame has cracked.,Closed,2026-04-09 21:51:14.754965,
TICK00000361,CUST00106,SKU00162,ORD0000307,Return Status Inquiry,Return delivered back to you a week ago. When is refund?,Open,2026-04-09 21:51:14.199058,2026-04-14 21:51:14.199058
TICK00000362,CUST00036,SKU00271,ORD0000102,Return Status Inquiry,Return portal won't let me process - says outside window.,Open,2026-04-09 21:51:14.509123,
TICK00000363,CUST00437,,,Return Status Inquiry,"Initiated return 10 days ago, still no shipping label.",Resolved,2026-04-09 21:51:14.500078,2026-04-11 21:51:14.500078
TICK00000364,CUST00419,SKU00250,ORD0001287,Quality Complaint,Strong chemical odor that still hasn't gone away.,In Progress,2026-04-09 21:51:14.045303,
TICK00000365,CUST00721,SKU00251,ORD0002216,Product Damage Report,Upholstery has tear along the back seam.,Closed,2026-04-09 21:51:14.137036,2026-04-11 21:51:14.137036
TICK00000366,CUST00634,SKU00209,,Missing Parts,Decorative knobs for drawers weren't in the box.,Open,2026-04-09 21:51:14.333041,2026-04-18 21:51:14.333041
TICK00000367,CUST00550,SKU00151,ORD0001678,Missing Parts,Remote control is missing from the package.,In Progress,2026-04-09 21:51:14.473744,2026-04-14 21:51:14.473744
TICK00000368,CUST00779,,,Product Damage Report,Just opened box and glass is completely shattered.,Resolved,2026-04-09 21:51:14.456989,2026-04-16 21:51:14.456989
TICK00000369,CUST00596,SKU00349,ORD0001815,Quality Complaint,Weld on metal frame has cracked.,Open,2026-04-09 21:51:14.606261,2026-04-15 21:51:14.606261
TICK00000370,CUST00071,SKU00102,,Product Damage Report,Huge scratch across entire top surface.,Open,2026-04-09 21:51:14.515506,2026-04-19 21:51:14.515506
TICK00000371,CUST00027,SKU00150,ORD0000080,Quality Complaint,Finish is already peeling off after 2 months.,Escalated,2026-04-09 21:51:14.327966,2026-04-13 21:51:14.327966
TICK00000372,CUST00617,,,Product Damage Report,Corner of table is crushed - box was damaged.,Escalated,2026-04-09 21:51:14.613068,2026-04-14 21:51:14.613068
TICK00000373,CUST00554,SKU00335,,Delivery Issue,Scheduled delivery window was missed with no communication.,Escalated,2026-04-09 21:51:14.162502,2026-04-10 21:51:14.162502
TICK00000374,CUST00320,SKU00031,ORD0000946,Delivery Issue,Delivery driver left package in the rain.,Escalated,2026-04-09 21:51:14.990616,2026-04-20 21:51:14.990616
TICK00000375,CUST00622,SKU00218,ORD0001889,Delivery Issue,Order was supposed to arrive yesterday but tracking hasn't updated.,Open,2026-04-09 21:51:14.739319,
TICK00000376,CUST00188,SKU00375,ORD0000546,Missing Parts,Remote control is missing from the package.,Open,2026-04-09 21:51:14.299234,2026-04-11 21:51:14.299234
TICK00000377,CUST00600,SKU00406,ORD0001829,Missing Parts,Decorative knobs for drawers weren't in the box.,In Progress,2026-04-09 21:51:14.336374,
TICK00000378,CUST00084,SKU00008,ORD0000244,Delivery Issue,Order was supposed to arrive yesterday but tracking hasn't updated.,Open,2026-04-09 21:51:14.828289,2026-04-15 21:51:14.828289
TICK00000379,CUST00185,SKU00021,,Quality Complaint,Finish is already peeling off after 2 months.,Closed,2026-04-09 21:51:14.532340,2026-04-13 21:51:14.532340
TICK00000380,CUST00051,SKU00231,ORD0000140,Return Status Inquiry,Return delivered back to you a week ago. When is refund?,Closed,2026-04-09 21:51:14.708740,2026-04-17 21:51:14.708740
TICK00000381,CUST00577,SKU00004,ORD0001757,Missing Parts,Decorative knobs for drawers weren't in the box.,Resolved,2026-04-09 21:51:14.299791,2026-04-17 21:51:14.299791
TICK00000382,CUST00281,SKU00019,ORD0000822,Missing Parts,Remote control is missing from the package.,In Progress,2026-04-09 21:51:14.815749,
TICK00000383,CUST00501,SKU00331,ORD0001528,Product Damage Report,Huge scratch across entire top surface.,In Progress,2026-04-09 21:51:14.368358,2026-04-14 21:51:14.368358
TICK00000384,CUST00422,SKU00210,ORD0001293,Quality Complaint,Strong chemical odor that still hasn't gone away.,Resolved,2026-04-09 21:51:14.673806,2026-04-18 21:51:14.673806
TICK00000385,CUST00077,SKU00168,,Delivery Issue,Order was supposed to arrive yesterday but tracking hasn't updated.,Closed,2026-04-09 21:51:14.979898,
TICK00000386,CUST00149,SKU00171,ORD0000440,Assembly Help,Missing Allen wrench that's supposed to be included.,Open,2026-04-09 21:51:14.583702,2026-04-17 21:51:14.583702
TICK00000387,CUST00511,SKU00140,ORD0001559,Product Damage Report,Corner of table is crushed - box was damaged.,Open,2026-04-09 21:51:14.796755,2026-04-17 21:51:14.796755
TICK00000388,CUST00519,SKU00370,ORD0001581,Delivery Issue,Tracking shows delivered but I never received anything.,Escalated,2026-04-09 21:51:14.725324,2026-04-12 21:51:14.725324
TICK00000389,CUST00722,SKU00003,ORD0002219,Missing Parts,Decorative knobs for drawers weren't in the box.,In Progress,2026-04-09 21:51:14.688044,2026-04-10 21:51:14.688044
TICK00000390,CUST00270,SKU00304,ORD0000792,Product Damage Report,Upholstery has tear along the back seam.,Open,2026-04-09 21:51:14.026647,2026-04-13 21:51:14.026647
TICK00000391,CUST00619,SKU00379,,Return Status Inquiry,Return portal won't let me process - says outside window.,Closed,2026-04-09 21:51:14.474590,2026-04-16 21:51:14.474590
TICK00000392,CUST00244,SKU00142,ORD0000719,Quality Complaint,Weld on metal frame has cracked.,Resolved,2026-04-09 21:51:14.967071,2026-04-13 21:51:14.967071
TICK00000393,CUST00153,SKU00271,ORD0000449,Product Damage Report,Corner of table is crushed - box was damaged.,Closed,2026-04-09 21:51:14.782904,2026-04-20 21:51:14.782904
TICK00000394,CUST00729,SKU00379,ORD0002242,Quality Complaint,Fabric is pilling badly after a few weeks.,In Progress,2026-04-09 21:51:14.776162,2026-04-10 21:51:14.776162
TICK00000395,CUST00452,SKU00211,ORD0001388,Quality Complaint,Weld on metal frame has cracked.,Open,2026-04-09 21:51:14.577634,2026-04-15 21:51:14.577634
TICK00000396,CUST00789,SKU00335,ORD0002416,Missing Parts,Received two left legs and no right leg.,In Progress,2026-04-09 21:51:14.721400,
TICK00000397,CUST00474,SKU00012,ORD0001446,Product Damage Report,Huge scratch across entire top surface.,In Progress,2026-04-09 21:51:14.583523,
TICK00000398,CUST00203,SKU00251,ORD0000591,Assembly Help,Cam locks won't tighten properly.,Resolved,2026-04-09 21:51:14.170512,2026-04-18 21:51:14.170512
TICK00000399,CUST00146,SKU00242,ORD0000432,Quality Complaint,Strong chemical odor that still hasn't gone away.,Closed,2026-04-09 21:51:14.629025,2026-04-11 21:51:14.629025
TICK00000400,CUST00256,SKU00130,ORD0000747,Missing Parts,Remote control is missing from the package.,Open,2026-04-09 21:51:14.619736,2026-04-13 21:51:14.619736
TICK00000401,CUST00429,SKU00185,ORD0001314,Assembly Help,Cam locks won't tighten properly.,Escalated,2026-04-09 21:51:14.841167,
TICK00000402,CUST00281,SKU00331,ORD0000822,Missing Parts,Remote control is missing from the package.,In Progress,2026-04-09 21:51:14.147776,2026-04-20 21:51:14.147776
TICK00000403,CUST00018,SKU00390,,Product Damage Report,Huge scratch across entire top surface.,Resolved,2026-04-09 21:51:14.680727,
TICK00000404,CUST00690,SKU00285,ORD0002111,Return Status Inquiry,Was promised full refund but only got partial amount.,Open,2026-04-09 21:51:14.031570,2026-04-16 21:51:14.031570
TICK00000405,CUST00758,SKU00167,ORD0002333,Assembly Help,Cam locks won't tighten properly.,In Progress,2026-04-09 21:51:14.948205,2026-04-10 21:51:14.948205
TICK00000406,CUST00375,SKU00074,ORD0001111,Missing Parts,Remote control is missing from the package.,Resolved,2026-04-09 21:51:14.109895,2026-04-11 21:51:14.109895
TICK00000407,CUST00170,SKU00018,ORD0000500,Assembly Help,Stuck on step 7 of assembly. Diagram doesn't match pieces.,In Progress,2026-04-09 21:51:14.018937,2026-04-15 21:51:14.018937
TICK00000408,CUST00559,SKU00018,ORD0001701,Quality Complaint,Strong chemical odor that still hasn't gone away.,Resolved,2026-04-09 21:51:14.313693,2026-04-13 21:51:14.313693
TICK00000409,CUST00101,,,Missing Parts,Hardware packet B is missing from shipment.,Resolved,2026-04-09 21:51:14.151431,2026-04-16 21:51:14.151431
TICK00000410,CUST00340,SKU00099,ORD0001011,Return Status Inquiry,Return portal won't let me process - says outside window.,In Progress,2026-04-09 21:51:14.690500,2026-04-18 21:51:14.690500
TICK00000411,CUST00325,SKU00390,ORD0000964,Assembly Help,Cam locks won't tighten properly.,Open,2026-04-09 21:51:14.410378,2026-04-10 21:51:14.410378
TICK00000412,CUST00541,SKU00173,ORD0001648,Missing Parts,Received two left legs and no right leg.,In Progress,2026-04-09 21:51:14.774972,2026-04-18 21:51:14.774972
TICK00000413,CUST00651,SKU00088,,Missing Parts,Hardware packet B is missing from shipment.,In Progress,2026-04-09 21:51:14.920521,2026-04-19 21:51:14.920521
TICK00000414,CUST00720,SKU00107,,Missing Parts,Hardware packet B is missing from shipment.,Resolved,2026-04-09 21:51:14.872818,2026-04-12 21:51:14.872818
TICK00000415,CUST00566,SKU00191,,Quality Complaint,Fabric is pilling badly after a few weeks.,Closed,2026-04-09 21:51:14.735837,2026-04-15 21:51:14.735837
TICK00000416,CUST00626,,,Assembly Help,Pre-drilled holes for drawer slides don't align.,Resolved,2026-04-09 21:51:14.062281,2026-04-12 21:51:14.062281
TICK00000417,CUST00254,,,Delivery Issue,Delivery driver left package in the rain.,In Progress,2026-04-09 21:51:14.138083,2026-04-11 21:51:14.138083
TICK00000418,CUST00256,SKU00048,ORD0000747,Quality Complaint,Fabric is pilling badly after a few weeks.,In Progress,2026-04-09 21:51:14.207342,2026-04-17 21:51:14.207342
TICK00000419,CUST00123,SKU00171,ORD0000354,Missing Parts,Decorative knobs for drawers weren't in the box.,Closed,2026-04-09 21:51:14.325050,
TICK00000420,CUST00189,SKU00306,ORD0000548,Product Damage Report,Upholstery has tear along the back seam.,Escalated,2026-04-09 21:51:14.662227,2026-04-19 21:51:14.662227
