customer_id,age_group,lifestyle_tags,preferred_styles,Preferred_colors,lighting_condition,avg_spend,return_rate
CUST00401,18-24,frequent_entertainer|diy_enthusiast|eco_conscious|couple,Mid-Century,Greens|Metallics,Dim Artificial,1065.24,0.067
CUST00402,45-54,homeowner|couple,Modern|Coastal|Farmhouse,Black & White|Monochrome,Dim Artificial,298.77,0.118
CUST00403,45-54,frequent_entertainer|homeowner|diy_enthusiast|pet_owner,Modern|Farmhouse|Eclectic,Greens|Blues,Dim Natural,868.48,0.157
CUST00404,35-44,home_chef|frequent_entertainer|homeowner|couple,Eclectic|Bohemian|Mid-Century,Metallics,Dim Natural,392.4,0.162
CUST00405,45-54,couple|single|homeowner|home_chef,Bohemian|Minimalist,Blues,Bright Natural,1171.29,0.209
CUST00406,45-54,frequent_entertainer|diy_enthusiast|home_chef,Scandinavian|Industrial,Monochrome|Blues,Dim Artificial,512.29,0.093
CUST00407,25-34,renter|family_with_kids|home_chef|pet_owner,Bohemian|Modern|Traditional,Neutrals|Warm Earth Tones,Dim Artificial,431.6,0.17
CUST00408,55-64,single|frequent_entertainer|renter,Farmhouse,Natural Wood,Dim Natural,1405.22,0.122
CUST00409,35-44,couple|home_chef,Eclectic|Scandinavian,Greens,Mixed,679.58,0.208
CUST00410,35-44,family_with_kids|homeowner,Minimalist|Traditional|Mid-Century,Metallics,Dim Natural,557.31,0.118
CUST00411,35-44,homeowner|family_with_kids|single,Farmhouse|Bohemian,Greens|Black & White,Bright Artificial,248.26,0.023
CUST00412,35-44,homeowner|diy_enthusiast,Scandinavian|Modern,Blues,Bright Artificial,406.23,0.072
CUST00413,55-64,diy_enthusiast|home_chef|couple,Modern|Minimalist|Bohemian,Jewel Tones,Dim Natural,929.69,0.019
CUST00414,65+,homeowner|pet_owner|couple|family_with_kids,Modern|Traditional|Bohemian,Metallics,Bright Natural,583.27,0.088
CUST00415,35-44,family_with_kids|homeowner,Coastal,Warm Earth Tones,Dim Artificial,287.85,0.119
CUST00416,35-44,homeowner|renter,Scandinavian|Bohemian|Minimalist,Natural Wood,Bright Natural,437.88,0.219
CUST00417,45-54,pet_owner|couple,Coastal,Blues|Pastels,Bright Natural,387.91,0.014
CUST00418,18-24,eco_conscious|pet_owner,Mid-Century|Eclectic|Coastal,Metallics|Pastels,Dim Natural,541.64,0.317
CUST00419,65+,home_chef|diy_enthusiast|family_with_kids,Farmhouse,Neutrals,Bright Artificial,1022.3,0.366
CUST00420,35-44,eco_conscious|renter,Minimalist,Warm Earth Tones|Metallics,Mixed,305.87,0.054
CUST00421,65+,single|eco_conscious|frequent_entertainer|home_chef,Farmhouse,Black & White|Warm Earth Tones,Mixed,1037.77,0.085
CUST00422,25-34,family_with_kids|frequent_entertainer|renter|home_chef,Minimalist|Eclectic|Scandinavian,Pastels|Blues,Dim Natural,1161.57,0.575
CUST00423,55-64,eco_conscious|renter|family_with_kids|frequent_entertainer,Bohemian|Minimalist,Pastels|Natural Wood,Bright Artificial,882.26,0.095
CUST00424,35-44,pet_owner|eco_conscious,Bohemian|Farmhouse,Metallics,Dim Natural,531.53,0.41
CUST00425,35-44,couple|homeowner,Modern|Mid-Century,Neutrals,Bright Natural,321.76,0.102
CUST00426,35-44,pet_owner|home_chef|renter,Coastal|Traditional,Warm Earth Tones|Greens,Bright Natural,1435.98,0.279
CUST00427,65+,single|home_chef|diy_enthusiast,Bohemian,Warm Earth Tones|Metallics,Bright Artificial,1254.73,0.151
CUST00428,35-44,frequent_entertainer|couple|family_with_kids,Coastal|Minimalist,Natural Wood|Greens,Mixed,1280.99,0.39
CUST00429,25-34,frequent_entertainer|single|renter,Eclectic|Coastal|Mid-Century,Metallics|Natural Wood,Bright Artificial,1059.01,0.776
CUST00430,45-54,family_with_kids|diy_enthusiast,Mid-Century,Pastels,Mixed,264.65,0.049
CUST00431,25-34,pet_owner|homeowner,Coastal|Eclectic|Bohemian,Warm Earth Tones|Jewel Tones,Bright Artificial,388.55,0.068
CUST00432,25-34,couple|pet_owner,Traditional|Scandinavian,Metallics|Greens,Dim Natural,477.84,0.29
CUST00433,35-44,eco_conscious|family_with_kids,Modern,Blues|Black & White,Bright Natural,171.69,0.04
CUST00434,35-44,renter|pet_owner|single,Modern|Farmhouse|Mid-Century,Pastels|Greens,Dim Natural,289.11,0.541
CUST00435,35-44,couple|pet_owner|frequent_entertainer,Eclectic|Minimalist|Bohemian,Neutrals,Bright Natural,1171.74,0.189
CUST00436,65+,eco_conscious|family_with_kids,Mid-Century|Minimalist|Industrial,Monochrome,Bright Artificial,283.31,0.197
CUST00437,65+,pet_owner|frequent_entertainer|couple|diy_enthusiast,Bohemian|Farmhouse|Eclectic,Monochrome|Pastels,Dim Artificial,1348.24,0.345
CUST00438,55-64,frequent_entertainer|eco_conscious,Bohemian|Minimalist,Pastels|Monochrome,Bright Natural,1137.66,0.051
CUST00439,25-34,homeowner|pet_owner|home_chef|frequent_entertainer,Eclectic,Jewel Tones,Bright Artificial,928.15,0.152
CUST00440,55-64,home_chef|frequent_entertainer,Scandinavian,Pastels|Neutrals,Dim Artificial,1104.06,0.135
CUST00441,35-44,family_with_kids|pet_owner|couple|homeowner,Modern|Farmhouse,Monochrome|Greens,Mixed,406.86,0.064
CUST00442,35-44,couple|renter|single|diy_enthusiast,Coastal,Blues,Mixed,308.23,0.2
CUST00443,65+,home_chef|frequent_entertainer|homeowner,Traditional|Bohemian,Jewel Tones|Natural Wood,Bright Artificial,1153.35,0.168
CUST00444,25-34,couple|home_chef|eco_conscious|pet_owner,Farmhouse,Blues,Mixed,524.74,0.083
CUST00445,25-34,homeowner|home_chef|renter|family_with_kids,Modern|Scandinavian|Minimalist,Monochrome,Dim Artificial,564.57,0.108
CUST00446,45-54,family_with_kids|renter|single,Mid-Century,Blues|Warm Earth Tones,Mixed,538.33,0.031
CUST00447,45-54,single|frequent_entertainer|eco_conscious|homeowner,Coastal|Farmhouse,Jewel Tones,Dim Artificial,931.59,0.227
CUST00448,55-64,family_with_kids|couple,Modern|Farmhouse|Mid-Century,Metallics,Bright Natural,412.71,0.109
CUST00449,18-24,pet_owner|single|homeowner|frequent_entertainer,Industrial|Coastal,Monochrome,Mixed,447.43,0.191
CUST00450,35-44,home_chef|family_with_kids|frequent_entertainer,Coastal|Mid-Century|Modern,Natural Wood,Mixed,939.98,0.226
CUST00451,45-54,frequent_entertainer|homeowner,Farmhouse|Scandinavian|Minimalist,Jewel Tones|Warm Earth Tones,Mixed,933.06,0.06
CUST00452,65+,home_chef|eco_conscious|diy_enthusiast,Traditional|Modern|Farmhouse,Metallics,Mixed,527.23,0.117
CUST00453,25-34,family_with_kids|renter|couple,Industrial|Bohemian|Scandinavian,Warm Earth Tones|Black & White,Dim Natural,338.6,0.215
CUST00454,55-64,single|diy_enthusiast|eco_conscious|family_with_kids,Farmhouse,Natural Wood,Bright Artificial,454.29,0.066
CUST00455,65+,home_chef|renter,Scandinavian|Modern|Coastal,Monochrome,Bright Artificial,1294.33,0.089
CUST00456,45-54,single|renter|diy_enthusiast,Eclectic|Minimalist|Industrial,Black & White,Dim Natural,331.07,0.111
CUST00457,35-44,family_with_kids|eco_conscious,Scandinavian|Minimalist,Jewel Tones,Dim Artificial,478.66,0.066
CUST00458,25-34,eco_conscious|homeowner,Minimalist|Industrial,Black & White,Dim Artificial,504.47,0.315
CUST00459,65+,pet_owner|eco_conscious,Modern,Black & White,Bright Artificial,536.49,0.104
CUST00460,45-54,diy_enthusiast|homeowner|frequent_entertainer,Bohemian|Eclectic|Mid-Century,Natural Wood,Dim Artificial,826.11,0.051
CUST00461,65+,renter|pet_owner|frequent_entertainer|home_chef,Scandinavian|Modern|Coastal,Pastels|Monochrome,Dim Natural,334.0,0.235
CUST00462,25-34,pet_owner|diy_enthusiast|homeowner,Bohemian,Warm Earth Tones,Dim Natural,409.63,0.042
CUST00463,25-34,diy_enthusiast|family_with_kids|pet_owner,Coastal,Greens|Monochrome,Dim Natural,331.95,0.257
CUST00464,45-54,pet_owner|single|homeowner,Traditional|Farmhouse|Coastal,Metallics|Black & White,Bright Natural,443.99,0.169
CUST00465,65+,eco_conscious|homeowner,Bohemian,Pastels|Warm Earth Tones,Dim Natural,545.22,0.076
CUST00466,25-34,single|renter|family_with_kids,Coastal,Greens|Natural Wood,Dim Natural,223.34,0.094
CUST00467,35-44,frequent_entertainer|pet_owner,Mid-Century,Pastels|Greens,Bright Natural,605.3,0.336
CUST00468,45-54,eco_conscious|frequent_entertainer,Eclectic,Pastels,Mixed,1237.53,0.396
CUST00469,65+,diy_enthusiast|family_with_kids,Modern|Coastal,Black & White,Dim Natural,713.13,0.056
CUST00470,35-44,couple|single,Scandinavian|Eclectic,Pastels|Metallics,Mixed,378.38,0.12
CUST00471,65+,homeowner|home_chef|diy_enthusiast|couple,Mid-Century,Pastels,Dim Artificial,705.74,0.067
CUST00472,25-34,homeowner|pet_owner,Minimalist|Mid-Century|Scandinavian,Greens|Pastels,Dim Artificial,540.01,0.317
CUST00473,18-24,home_chef|family_with_kids|frequent_entertainer,Industrial|Scandinavian,Natural Wood|Greens,Dim Artificial,1114.01,0.988
CUST00474,25-34,couple|single|home_chef|pet_owner,Scandinavian|Traditional,Greens|Black & White,Bright Natural,1229.9,0.158
CUST00475,25-34,renter|couple,Eclectic,Natural Wood,Dim Natural,484.5,0.171
CUST00476,35-44,eco_conscious|single|diy_enthusiast,Farmhouse|Coastal|Industrial,Monochrome|Blues,Dim Artificial,303.52,0.086
CUST00477,45-54,couple|frequent_entertainer,Traditional|Eclectic|Industrial,Jewel Tones,Bright Natural,884.42,0.094
CUST00478,55-64,home_chef|renter|frequent_entertainer,Minimalist|Traditional,Greens,Dim Natural,1486.62,0.184
CUST00479,18-24,eco_conscious|family_with_kids|frequent_entertainer|homeowner,Coastal|Minimalist|Traditional,Blues,Mixed,409.64,0.193
CUST00480,35-44,single|frequent_entertainer|couple|home_chef,Mid-Century,Pastels,Dim Artificial,415.24,0.346
CUST00481,35-44,home_chef|family_with_kids|homeowner,Eclectic|Minimalist|Modern,Monochrome,Dim Artificial,1349.3,0.153
CUST00482,65+,renter|single|home_chef|frequent_entertainer,Mid-Century,Black & White,Bright Artificial,1254.57,0.105
CUST00483,65+,couple|single|family_with_kids|home_chef,Farmhouse|Minimalist,Monochrome,Bright Natural,413.24,0.02
CUST00484,65+,homeowner|diy_enthusiast|renter|couple,Industrial|Bohemian,Monochrome,Bright Artificial,771.76,0.071
CUST00485,35-44,pet_owner|home_chef|diy_enthusiast|renter,Modern|Mid-Century,Pastels,Bright Natural,421.36,0.095
CUST00486,25-34,diy_enthusiast|home_chef|family_with_kids|pet_owner,Traditional|Scandinavian|Minimalist,Pastels,Bright Natural,644.81,0.272
CUST00487,65+,homeowner|home_chef|couple,Minimalist,Monochrome|Jewel Tones,Dim Artificial,809.31,0.058
CUST00488,35-44,pet_owner|renter,Eclectic|Modern|Industrial,Neutrals|Jewel Tones,Dim Natural,186.92,0.152
CUST00489,45-54,renter|eco_conscious|family_with_kids|couple,Scandinavian|Traditional,Blues,Bright Natural,424.91,0.066
CUST00490,25-34,renter|eco_conscious|home_chef|single,Mid-Century,Greens|Monochrome,Mixed,1034.35,0.196
CUST00491,55-64,single|eco_conscious,Mid-Century,Metallics,Mixed,297.59,0.088
CUST00492,18-24,frequent_entertainer|family_with_kids|homeowner,Farmhouse|Eclectic,Jewel Tones|Blues,Mixed,301.4,0.058
CUST00493,45-54,couple|diy_enthusiast|home_chef|single,Traditional|Industrial,Monochrome,Mixed,707.4,0.026
CUST00494,45-54,single|pet_owner|couple|renter,Minimalist|Bohemian|Coastal,Warm Earth Tones|Greens,Dim Natural,409.52,0.507
CUST00495,35-44,homeowner|single|diy_enthusiast|renter,Scandinavian|Mid-Century,Metallics|Monochrome,Bright Natural,225.03,0.286
CUST00496,35-44,pet_owner|couple|homeowner,Farmhouse|Traditional,Warm Earth Tones|Natural Wood,Bright Artificial,434.08,0.543
CUST00497,45-54,eco_conscious|homeowner|diy_enthusiast|single,Traditional|Mid-Century,Monochrome,Bright Artificial,319.25,0.167
CUST00498,45-54,frequent_entertainer|renter,Bohemian,Natural Wood,Bright Natural,993.81,0.432
CUST00499,65+,frequent_entertainer|eco_conscious|family_with_kids|home_chef,Coastal|Scandinavian|Modern,Monochrome,Dim Natural,1282.52,0.017
CUST00500,35-44,pet_owner|couple,Modern|Coastal|Mid-Century,Jewel Tones|Neutrals,Bright Natural,464.3,0.022
CUST00501,35-44,eco_conscious|home_chef|single,Coastal,Warm Earth Tones,Bright Natural,376.41,0.134
CUST00502,35-44,family_with_kids|frequent_entertainer|homeowner|pet_owner,Minimalist|Scandinavian,Neutrals|Pastels,Bright Artificial,851.48,0.266
CUST00503,65+,couple|diy_enthusiast|family_with_kids,Minimalist,Neutrals,Bright Natural,429.78,0.022
CUST00504,55-64,couple|eco_conscious|renter,Mid-Century|Minimalist|Traditional,Greens|Black & White,Bright Natural,107.36,0.072
CUST00505,65+,eco_conscious|diy_enthusiast,Eclectic|Bohemian|Coastal,Pastels,Bright Artificial,736.57,0.049
CUST00506,35-44,frequent_entertainer|eco_conscious,Farmhouse|Coastal,Natural Wood|Warm Earth Tones,Bright Artificial,1056.78,0.04
CUST00507,25-34,eco_conscious|pet_owner|frequent_entertainer,Modern,Blues|Warm Earth Tones,Mixed,632.26,0.118
CUST00508,65+,pet_owner|frequent_entertainer|single|home_chef,Bohemian|Industrial,Jewel Tones|Natural Wood,Mixed,734.05,0.262
CUST00509,35-44,couple|single|home_chef,Mid-Century|Bohemian|Coastal,Metallics,Dim Artificial,680.64,0.075
CUST00510,25-34,family_with_kids|homeowner|frequent_entertainer,Coastal|Scandinavian|Industrial,Blues,Bright Artificial,1206.89,0.134
CUST00511,55-64,single|frequent_entertainer|renter,Modern|Minimalist,Pastels|Jewel Tones,Bright Artificial,578.2,0.026
CUST00512,45-54,diy_enthusiast|frequent_entertainer,Bohemian,Natural Wood|Metallics,Bright Natural,1410.22,0.109
CUST00513,45-54,eco_conscious|homeowner,Bohemian|Traditional|Coastal,Natural Wood|Warm Earth Tones,Dim Natural,291.33,0.118
CUST00514,65+,family_with_kids|frequent_entertainer|eco_conscious|homeowner,Eclectic,Pastels,Bright Artificial,1334.32,0.006
CUST00515,65+,diy_enthusiast|homeowner|frequent_entertainer|renter,Mid-Century|Farmhouse|Traditional,Warm Earth Tones|Black & White,Dim Natural,853.16,0.033
CUST00516,45-54,couple|pet_owner,Mid-Century|Eclectic|Farmhouse,Metallics,Mixed,490.72,0.121
CUST00517,18-24,eco_conscious|frequent_entertainer|pet_owner,Scandinavian,Blues,Dim Artificial,1389.84,0.023
CUST00518,45-54,homeowner|home_chef|frequent_entertainer|diy_enthusiast,Eclectic,Pastels|Warm Earth Tones,Bright Natural,933.56,0.24
CUST00519,45-54,eco_conscious|couple|family_with_kids,Eclectic|Industrial,Neutrals|Metallics,Dim Artificial,206.7,0.111
CUST00520,25-34,family_with_kids|single,Eclectic|Modern,Blues,Dim Natural,519.02,0.07
CUST00521,25-34,couple|eco_conscious|home_chef,Traditional,Natural Wood,Bright Natural,609.05,0.132
CUST00522,65+,frequent_entertainer|eco_conscious,Bohemian|Minimalist|Mid-Century,Warm Earth Tones|Greens,Dim Artificial,513.54,0.098
CUST00523,25-34,couple|home_chef|pet_owner,Traditional|Mid-Century,Metallics,Dim Artificial,1424.54,0.342
CUST00524,45-54,single|frequent_entertainer,Coastal|Modern,Metallics|Warm Earth Tones,Bright Natural,586.99,0.179
CUST00525,55-64,diy_enthusiast|pet_owner,Modern|Scandinavian,Black & White,Bright Natural,302.67,0.094
CUST00526,65+,homeowner|couple|renter,Minimalist|Modern,Warm Earth Tones|Neutrals,Dim Natural,354.04,0.057
CUST00527,45-54,eco_conscious|homeowner|single,Bohemian,Warm Earth Tones,Dim Natural,362.76,0.207
CUST00528,25-34,home_chef|family_with_kids|renter|frequent_entertainer,Eclectic|Minimalist|Industrial,Jewel Tones,Dim Artificial,504.91,0.194
CUST00529,65+,diy_enthusiast|homeowner|single,Modern|Mid-Century|Farmhouse,Monochrome,Dim Natural,242.97,0.116
CUST00530,25-34,eco_conscious|pet_owner|frequent_entertainer,Industrial|Bohemian,Jewel Tones|Monochrome,Bright Artificial,1456.14,0.05
CUST00531,35-44,pet_owner|eco_conscious|renter|family_with_kids,Eclectic|Traditional,Black & White|Neutrals,Dim Artificial,512.03,0.124
CUST00532,55-64,eco_conscious|frequent_entertainer|couple,Scandinavian|Bohemian|Coastal,Metallics,Bright Natural,1421.29,0.091
CUST00533,35-44,family_with_kids|couple|diy_enthusiast,Coastal|Modern,Greens,Mixed,795.7,0.1
CUST00534,45-54,homeowner|frequent_entertainer|eco_conscious,Mid-Century|Farmhouse|Modern,Metallics,Dim Artificial,1426.61,0.125
CUST00535,45-54,diy_enthusiast|eco_conscious|homeowner|renter,Eclectic|Traditional|Bohemian,Black & White|Greens,Bright Natural,662.09,0.123
CUST00536,35-44,homeowner|frequent_entertainer|eco_conscious,Minimalist,Blues|Pastels,Bright Natural,1489.3,0.19
CUST00537,25-34,diy_enthusiast|couple,Scandinavian,Greens|Metallics,Dim Natural,538.78,0.199
CUST00538,45-54,homeowner|frequent_entertainer|family_with_kids|eco_conscious,Mid-Century,Natural Wood|Monochrome,Bright Natural,956.36,0.113
CUST00539,65+,renter|homeowner|single,Scandinavian,Black & White,Mixed,483.19,0.123
CUST00540,25-34,family_with_kids|eco_conscious|frequent_entertainer|couple,Modern|Mid-Century,Pastels,Bright Artificial,1385.68,0.541
CUST00541,45-54,renter|family_with_kids|pet_owner,Modern|Minimalist,Black & White|Blues,Dim Artificial,483.12,0.102
CUST00542,18-24,renter|diy_enthusiast|single|family_with_kids,Farmhouse|Minimalist,Natural Wood|Neutrals,Mixed,512.28,0.259
CUST00543,55-64,renter|home_chef,Industrial|Modern|Scandinavian,Blues,Bright Artificial,300.01,0.047
CUST00544,45-54,homeowner|pet_owner|renter|single,Scandinavian,Pastels,Bright Natural,598.08,0.127
CUST00545,45-54,single|family_with_kids|diy_enthusiast|couple,Bohemian|Eclectic|Farmhouse,Pastels,Bright Natural,494.22,0.093
CUST00546,35-44,frequent_entertainer|family_with_kids,Industrial|Bohemian,Natural Wood|Black & White,Bright Artificial,948.77,0.329
CUST00547,35-44,home_chef|eco_conscious|diy_enthusiast|single,Traditional,Blues,Bright Natural,612.27,0.093
CUST00548,25-34,renter|pet_owner|frequent_entertainer,Scandinavian|Mid-Century,Black & White|Metallics,Dim Artificial,614.99,0.08
CUST00549,35-44,diy_enthusiast|single|pet_owner|eco_conscious,Bohemian|Scandinavian,Neutrals,Dim Natural,617.22,0.362
CUST00550,45-54,eco_conscious|pet_owner|couple|diy_enthusiast,Minimalist|Mid-Century,Black & White|Natural Wood,Dim Natural,510.83,0.201
CUST00551,65+,frequent_entertainer|renter,Mid-Century,Blues,Bright Natural,953.0,0.023
CUST00552,25-34,family_with_kids|home_chef|diy_enthusiast|pet_owner,Industrial|Modern,Blues,Bright Natural,353.78,0.14
CUST00553,45-54,single|eco_conscious|pet_owner,Coastal|Eclectic,Greens,Bright Artificial,529.53,0.149
CUST00554,25-34,home_chef|eco_conscious|pet_owner,Coastal|Mid-Century,Metallics|Blues,Bright Natural,882.65,0.102
CUST00555,45-54,diy_enthusiast|frequent_entertainer|couple|pet_owner,Farmhouse,Natural Wood|Jewel Tones,Mixed,512.12,0.221
CUST00556,45-54,home_chef|eco_conscious|couple,Modern|Farmhouse,Natural Wood,Bright Artificial,393.65,0.171
CUST00557,55-64,renter|pet_owner,Farmhouse,Metallics|Greens,Bright Artificial,325.35,0.074
CUST00558,55-64,couple|homeowner,Scandinavian|Industrial,Black & White|Neutrals,Dim Natural,310.84,0.079
CUST00559,25-34,homeowner|diy_enthusiast|renter,Traditional,Metallics,Bright Artificial,797.93,0.264
CUST00560,35-44,family_with_kids|renter|pet_owner|diy_enthusiast,Coastal,Jewel Tones|Blues,Bright Artificial,208.07,0.131
CUST00561,35-44,home_chef|frequent_entertainer,Bohemian|Minimalist|Farmhouse,Neutrals|Metallics,Dim Artificial,328.26,0.098
CUST00562,18-24,renter|diy_enthusiast|home_chef|family_with_kids,Coastal,Warm Earth Tones,Dim Natural,837.08,0.091
CUST00563,45-54,homeowner|renter|single,Mid-Century,Natural Wood,Bright Natural,358.66,0.047
CUST00564,35-44,home_chef|frequent_entertainer|single|diy_enthusiast,Mid-Century|Minimalist|Eclectic,Metallics,Dim Artificial,606.57,0.427
CUST00565,45-54,couple|pet_owner,Scandinavian|Industrial,Monochrome|Neutrals,Dim Natural,509.83,0.277
CUST00566,45-54,eco_conscious|couple|single|frequent_entertainer,Coastal,Warm Earth Tones,Mixed,1495.12,0.243
CUST00567,55-64,eco_conscious|pet_owner|home_chef|single,Coastal|Modern|Eclectic,Monochrome,Bright Natural,804.55,0.028
CUST00568,45-54,family_with_kids|renter|single,Farmhouse,Black & White|Neutrals,Dim Natural,540.08,0.238
CUST00569,45-54,diy_enthusiast|renter,Coastal|Modern|Bohemian,Neutrals,Bright Natural,331.13,0.2
CUST00570,55-64,pet_owner|diy_enthusiast|couple,Modern|Farmhouse,Natural Wood|Neutrals,Dim Natural,557.46,0.188
CUST00571,35-44,pet_owner|home_chef,Traditional|Scandinavian,Jewel Tones|Warm Earth Tones,Bright Artificial,641.82,0.123
CUST00572,25-34,frequent_entertainer|eco_conscious|diy_enthusiast,Scandinavian,Metallics,Dim Artificial,622.22,0.182
CUST00573,25-34,eco_conscious|home_chef,Eclectic|Modern|Mid-Century,Monochrome|Metallics,Dim Natural,748.45,0.394
CUST00574,35-44,renter|family_with_kids|eco_conscious|diy_enthusiast,Minimalist|Eclectic,Natural Wood|Jewel Tones,Bright Artificial,386.01,0.081
CUST00575,55-64,eco_conscious|family_with_kids,Coastal,Monochrome,Bright Artificial,130.3,0.106
CUST00576,25-34,frequent_entertainer|diy_enthusiast|home_chef,Traditional|Eclectic,Black & White,Dim Artificial,1017.72,0.208
CUST00577,35-44,eco_conscious|home_chef|frequent_entertainer|single,Bohemian,Greens|Black & White,Dim Artificial,1294.15,0.14
CUST00578,35-44,diy_enthusiast|single,Coastal|Industrial|Mid-Century,Black & White|Blues,Dim Artificial,266.88,0.263
CUST00579,35-44,pet_owner|family_with_kids,Modern|Farmhouse,Jewel Tones,Dim Artificial,471.57,0.085
CUST00580,55-64,pet_owner|eco_conscious|single|homeowner,Mid-Century|Industrial,Metallics,Mixed,362.39,0.328
CUST00581,45-54,eco_conscious|frequent_entertainer|diy_enthusiast|family_with_kids,Modern,Pastels,Bright Natural,1098.63,0.082
CUST00582,55-64,single|renter|family_with_kids,Traditional,Jewel Tones|Blues,Bright Artificial,238.54,0.071
CUST00583,65+,couple|renter,Minimalist,Blues,Dim Natural,269.92,0.03
CUST00584,45-54,frequent_entertainer|renter|family_with_kids,Industrial|Eclectic|Farmhouse,Monochrome|Jewel Tones,Dim Natural,598.94,0.469
CUST00585,55-64,frequent_entertainer|couple,Minimalist|Eclectic|Modern,Pastels,Bright Natural,696.07,0.106
CUST00586,35-44,pet_owner|frequent_entertainer|home_chef,Industrial|Scandinavian,Neutrals|Warm Earth Tones,Dim Natural,1211.05,0.219
CUST00587,55-64,frequent_entertainer|diy_enthusiast|pet_owner,Bohemian|Coastal|Modern,Neutrals,Dim Natural,821.28,0.118
CUST00588,18-24,frequent_entertainer|couple|home_chef,Bohemian|Industrial|Scandinavian,Neutrals|Warm Earth Tones,Dim Natural,438.63,0.248
CUST00589,18-24,homeowner|eco_conscious|family_with_kids,Eclectic|Minimalist,Warm Earth Tones,Mixed,571.94,0.154
CUST00590,18-24,single|home_chef|frequent_entertainer,Mid-Century|Bohemian|Eclectic,Jewel Tones,Bright Natural,666.01,0.053
CUST00591,25-34,homeowner|renter|diy_enthusiast|single,Minimalist,Greens,Dim Natural,335.65,0.139
CUST00592,65+,diy_enthusiast|eco_conscious|single,Farmhouse,Metallics|Greens,Mixed,256.43,0.169
CUST00593,65+,single|pet_owner|home_chef|homeowner,Modern,Neutrals,Dim Artificial,1174.53,0.124
CUST00594,45-54,family_with_kids|home_chef|homeowner,Scandinavian|Mid-Century,Blues|Black & White,Mixed,1420.71,0.363
CUST00595,35-44,eco_conscious|renter,Bohemian|Coastal|Scandinavian,Natural Wood,Dim Artificial,479.17,0.092
CUST00596,35-44,renter|diy_enthusiast|family_with_kids|couple,Bohemian,Pastels,Dim Artificial,298.54,0.067
CUST00597,35-44,home_chef|single|frequent_entertainer,Bohemian|Mid-Century|Minimalist,Natural Wood|Pastels,Mixed,819.65,0.219
CUST00598,25-34,single|homeowner|home_chef|family_with_kids,Mid-Century,Pastels,Bright Natural,1060.48,0.547
CUST00599,35-44,diy_enthusiast|frequent_entertainer|family_with_kids|single,Farmhouse|Minimalist,Neutrals|Natural Wood,Mixed,335.18,0.13
