customer_id,age_group,lifestyle_tags,preferred_styles,Preferred_colors,lighting_condition,avg_spend,return_rate
CUST00600,25-34,home_chef|homeowner|single|renter,Mid-Century,Metallics|Neutrals,Bright Natural,677.66,0.091
CUST00601,25-34,homeowner|diy_enthusiast|eco_conscious,Farmhouse|Modern,Natural Wood,Dim Artificial,508.9,0.532
CUST00602,18-24,pet_owner|single,Eclectic|Bohemian,Pastels,Bright Natural,168.42,0.244
CUST00603,25-34,single|eco_conscious|diy_enthusiast,Mid-Century,Metallics,Dim Artificial,739.21,0.318
CUST00604,55-64,homeowner|home_chef,Mid-Century|Traditional,Black & White,Dim Artificial,1322.09,0.218
CUST00605,35-44,eco_conscious|pet_owner,Minimalist|Modern|Industrial,Natural Wood,Bright Artificial,451.97,0.211
CUST00606,25-34,home_chef|frequent_entertainer|single|diy_enthusiast,Industrial|Modern|Bohemian,Monochrome,Bright Natural,1067.06,0.093
CUST00607,35-44,family_with_kids|home_chef,Farmhouse|Minimalist|Eclectic,Blues,Bright Artificial,836.04,0.034
CUST00608,25-34,frequent_entertainer|couple|single,Bohemian|Scandinavian|Farmhouse,Jewel Tones,Mixed,1472.04,0.219
CUST00609,35-44,family_with_kids|frequent_entertainer,Bohemian|Modern,Jewel Tones,Dim Natural,922.85,0.184
CUST00610,35-44,pet_owner|frequent_entertainer|eco_conscious,Traditional,Neutrals|Monochrome,Mixed,1406.93,0.156
CUST00611,45-54,homeowner|pet_owner,Traditional|Mid-Century,Black & White|Neutrals,Dim Natural,181.32,0.349
CUST00612,65+,family_with_kids|home_chef|single,Industrial|Coastal|Mid-Century,Monochrome,Dim Artificial,955.1,0.05
CUST00613,45-54,homeowner|couple|frequent_entertainer,Farmhouse|Bohemian|Mid-Century,Natural Wood|Blues,Bright Artificial,616.51,0.131
CUST00614,45-54,pet_owner|family_with_kids|home_chef,Bohemian|Industrial,Blues|Greens,Bright Artificial,717.34,0.241
CUST00615,25-34,couple|diy_enthusiast|renter|eco_conscious,Modern|Traditional|Coastal,Natural Wood,Bright Natural,531.26,0.02
CUST00616,35-44,homeowner|family_with_kids,Bohemian|Scandinavian,Pastels,Bright Artificial,525.55,0.095
CUST00617,25-34,pet_owner|family_with_kids|single|renter,Industrial|Traditional|Farmhouse,Blues,Bright Artificial,341.01,0.04
CUST00618,35-44,home_chef|pet_owner|frequent_entertainer|renter,Traditional|Industrial,Greens|Jewel Tones,Bright Natural,1026.05,0.193
CUST00619,55-64,single|couple,Eclectic|Scandinavian|Traditional,Greens|Metallics,Mixed,475.65,0.042
CUST00620,35-44,couple|homeowner|renter,Traditional|Farmhouse,Monochrome|Jewel Tones,Dim Artificial,382.73,0.113
CUST00621,65+,pet_owner|homeowner|family_with_kids|single,Mid-Century|Minimalist|Eclectic,Black & White,Bright Artificial,454.61,0.142
CUST00622,35-44,renter|family_with_kids|homeowner|home_chef,Bohemian|Coastal,Warm Earth Tones|Pastels,Bright Natural,1366.58,0.029
CUST00623,35-44,couple|family_with_kids,Traditional|Minimalist,Monochrome|Blues,Dim Artificial,216.74,0.158
CUST00624,55-64,frequent_entertainer|pet_owner|couple,Mid-Century|Minimalist|Modern,Monochrome|Neutrals,Bright Natural,466.07,0.226
CUST00625,35-44,pet_owner|couple|homeowner|home_chef,Coastal|Modern,Neutrals,Mixed,809.43,0.056
CUST00626,35-44,family_with_kids|renter|pet_owner,Farmhouse|Minimalist,Monochrome,Bright Natural,205.68,0.148
CUST00627,18-24,homeowner|couple|home_chef,Traditional,Jewel Tones|Neutrals,Mixed,1176.49,0.268
CUST00628,65+,eco_conscious|pet_owner,Coastal|Farmhouse|Mid-Century,Greens|Monochrome,Dim Natural,116.41,0.155
CUST00629,35-44,pet_owner|home_chef|homeowner,Coastal|Modern|Eclectic,Monochrome,Dim Natural,659.44,0.079
CUST00630,35-44,family_with_kids|eco_conscious|home_chef,Coastal|Minimalist,Black & White,Dim Artificial,972.22,0.29
CUST00631,18-24,single|homeowner,Coastal,Natural Wood|Pastels,Mixed,488.57,0.08
CUST00632,45-54,eco_conscious|couple|diy_enthusiast,Coastal|Bohemian,Greens,Dim Artificial,768.17,0.087
CUST00633,35-44,couple|family_with_kids,Eclectic|Farmhouse|Traditional,Jewel Tones,Mixed,248.04,0.133
CUST00634,35-44,single|family_with_kids,Traditional,Pastels|Neutrals,Bright Natural,259.92,0.072
CUST00635,25-34,family_with_kids|eco_conscious|single|frequent_entertainer,Minimalist,Black & White,Dim Natural,1093.49,0.192
CUST00636,35-44,eco_conscious|home_chef|family_with_kids|single,Industrial|Eclectic|Coastal,Pastels,Dim Artificial,508.26,0.033
CUST00637,25-34,renter|diy_enthusiast|family_with_kids,Bohemian|Mid-Century,Pastels|Natural Wood,Mixed,238.58,0.333
CUST00638,35-44,homeowner|family_with_kids|single,Eclectic,Warm Earth Tones|Black & White,Dim Natural,474.72,0.024
CUST00639,55-64,eco_conscious|homeowner,Farmhouse|Modern,Black & White|Neutrals,Mixed,231.74,0.058
CUST00640,55-64,renter|couple|frequent_entertainer|homeowner,Mid-Century,Monochrome|Natural Wood,Dim Natural,972.49,0.225
CUST00641,18-24,diy_enthusiast|homeowner|couple|pet_owner,Traditional|Farmhouse,Black & White|Greens,Bright Artificial,243.29,0.235
CUST00642,35-44,eco_conscious|single,Bohemian|Industrial|Traditional,Metallics,Mixed,442.03,0.385
CUST00643,25-34,single|frequent_entertainer,Modern,Pastels|Metallics,Dim Natural,1396.33,0.29
CUST00644,55-64,frequent_entertainer|pet_owner,Eclectic|Industrial|Farmhouse,Natural Wood,Mixed,946.72,0.039
CUST00645,35-44,pet_owner|homeowner,Modern,Pastels,Bright Artificial,117.6,0.058
CUST00646,45-54,home_chef|single,Modern|Eclectic,Black & White,Bright Natural,1174.88,0.115
CUST00647,18-24,family_with_kids|pet_owner|frequent_entertainer,Eclectic,Jewel Tones|Metallics,Bright Artificial,596.98,0.043
CUST00648,55-64,single|pet_owner|diy_enthusiast,Farmhouse|Traditional|Modern,Jewel Tones,Bright Natural,495.88,0.094
CUST00649,55-64,pet_owner|family_with_kids,Coastal|Mid-Century,Warm Earth Tones|Metallics,Dim Artificial,166.8,0.076
CUST00650,55-64,renter|single|couple|home_chef,Traditional|Modern,Jewel Tones,Dim Artificial,1452.61,0.043
CUST00651,35-44,family_with_kids|eco_conscious|pet_owner,Scandinavian|Mid-Century,Warm Earth Tones|Monochrome,Mixed,100.62,0.154
CUST00652,45-54,couple|single|diy_enthusiast,Minimalist|Coastal|Bohemian,Greens|Blues,Mixed,751.38,0.174
CUST00653,25-34,renter|diy_enthusiast,Scandinavian|Industrial,Jewel Tones|Neutrals,Bright Natural,522.16,0.446
CUST00654,25-34,single|home_chef|pet_owner,Farmhouse,Natural Wood,Dim Natural,1027.91,0.368
CUST00655,45-54,homeowner|family_with_kids|frequent_entertainer,Bohemian,Blues|Black & White,Dim Natural,1171.07,0.043
CUST00656,25-34,family_with_kids|eco_conscious,Farmhouse,Warm Earth Tones,Mixed,485.31,0.482
CUST00657,55-64,diy_enthusiast|couple|single,Coastal|Scandinavian,Greens,Bright Natural,632.74,0.091
CUST00658,35-44,frequent_entertainer|renter|homeowner|pet_owner,Farmhouse|Mid-Century|Scandinavian,Neutrals,Mixed,1029.09,0.339
CUST00659,45-54,couple|single|homeowner,Minimalist|Traditional,Metallics,Mixed,374.42,0.169
CUST00660,65+,homeowner|frequent_entertainer|pet_owner|family_with_kids,Modern|Industrial|Coastal,Blues|Natural Wood,Bright Artificial,466.58,0.167
CUST00661,65+,diy_enthusiast|family_with_kids|pet_owner,Industrial|Eclectic|Traditional,Monochrome|Jewel Tones,Mixed,389.56,0.174
CUST00662,18-24,home_chef|frequent_entertainer|diy_enthusiast|single,Bohemian,Jewel Tones,Mixed,995.69,0.155
CUST00663,65+,pet_owner|family_with_kids|frequent_entertainer,Industrial|Modern|Coastal,Natural Wood|Blues,Dim Artificial,812.39,0.113
CUST00664,65+,family_with_kids|home_chef|couple,Mid-Century,Pastels|Jewel Tones,Dim Natural,1078.27,0.021
CUST00665,35-44,single|diy_enthusiast|couple|frequent_entertainer,Mid-Century|Scandinavian|Eclectic,Jewel Tones,Bright Artificial,1413.42,0.23
CUST00666,35-44,homeowner|couple|frequent_entertainer|pet_owner,Modern,Neutrals|Jewel Tones,Dim Natural,665.56,0.18
CUST00667,45-54,frequent_entertainer|pet_owner,Industrial,Pastels|Warm Earth Tones,Dim Natural,717.33,0.241
CUST00668,65+,pet_owner|couple,Industrial|Bohemian,Blues,Dim Artificial,164.78,0.121
CUST00669,35-44,homeowner|eco_conscious|diy_enthusiast|pet_owner,Mid-Century|Minimalist|Farmhouse,Warm Earth Tones|Jewel Tones,Bright Natural,387.49,0.013
CUST00670,55-64,homeowner|renter|family_with_kids,Modern|Farmhouse|Minimalist,Natural Wood|Monochrome,Bright Artificial,172.21,0.092
CUST00671,55-64,single|diy_enthusiast|couple|frequent_entertainer,Traditional|Mid-Century,Metallics,Dim Natural,651.64,0.18
CUST00672,25-34,homeowner|single|family_with_kids,Farmhouse,Monochrome|Jewel Tones,Bright Natural,216.09,0.082
CUST00673,18-24,homeowner|home_chef|pet_owner,Eclectic|Modern|Industrial,Pastels|Jewel Tones,Dim Artificial,1258.01,0.252
CUST00674,55-64,pet_owner|renter,Mid-Century|Industrial|Modern,Warm Earth Tones|Jewel Tones,Bright Natural,365.38,0.082
CUST00675,45-54,renter|home_chef|homeowner|frequent_entertainer,Mid-Century|Farmhouse|Eclectic,Warm Earth Tones,Dim Natural,1208.71,0.189
CUST00676,45-54,single|couple|family_with_kids|homeowner,Traditional|Farmhouse,Greens,Bright Natural,271.87,0.105
CUST00677,45-54,family_with_kids|frequent_entertainer,Industrial,Metallics|Monochrome,Dim Natural,666.03,0.222
CUST00678,55-64,pet_owner|diy_enthusiast,Eclectic|Industrial,Warm Earth Tones|Blues,Bright Natural,479.9,0.1
CUST00679,45-54,homeowner|frequent_entertainer|pet_owner,Scandinavian|Coastal,Natural Wood|Metallics,Dim Artificial,1299.42,0.532
CUST00680,25-34,single|homeowner,Farmhouse|Coastal|Scandinavian,Neutrals,Bright Artificial,186.73,0.154
CUST00681,25-34,homeowner|diy_enthusiast|family_with_kids,Farmhouse|Scandinavian|Coastal,Metallics,Dim Natural,459.32,0.253
CUST00682,55-64,frequent_entertainer|renter|diy_enthusiast,Modern,Neutrals,Bright Artificial,680.82,0.046
CUST00683,45-54,family_with_kids|couple,Bohemian|Farmhouse|Coastal,Jewel Tones,Dim Artificial,334.1,0.197
CUST00684,45-54,renter|diy_enthusiast|family_with_kids,Industrial|Bohemian|Scandinavian,Natural Wood,Dim Natural,669.43,0.135
CUST00685,18-24,frequent_entertainer|family_with_kids|eco_conscious|diy_enthusiast,Coastal|Modern,Black & White,Bright Artificial,631.57,0.072
CUST00686,65+,diy_enthusiast|renter|single,Farmhouse|Coastal|Mid-Century,Black & White|Jewel Tones,Mixed,594.91,0.163
CUST00687,65+,homeowner|eco_conscious,Modern,Jewel Tones,Dim Artificial,342.85,0.077
CUST00688,18-24,renter|diy_enthusiast,Eclectic|Modern,Black & White,Dim Artificial,701.89,0.311
CUST00689,55-64,pet_owner|couple|eco_conscious|frequent_entertainer,Bohemian|Eclectic,Warm Earth Tones|Black & White,Dim Natural,951.21,0.136
CUST00690,55-64,eco_conscious|frequent_entertainer|pet_owner,Scandinavian,Blues|Warm Earth Tones,Mixed,596.24,0.051
CUST00691,18-24,renter|single,Scandinavian,Warm Earth Tones,Dim Natural,329.46,0.123
CUST00692,65+,single|pet_owner,Coastal|Eclectic|Scandinavian,Jewel Tones|Neutrals,Bright Artificial,508.14,0.064
CUST00693,55-64,homeowner|single|home_chef|diy_enthusiast,Industrial|Traditional|Coastal,Greens|Blues,Dim Artificial,568.85,0.13
CUST00694,25-34,homeowner|couple|family_with_kids,Coastal,Monochrome|Neutrals,Bright Natural,375.97,0.067
CUST00695,25-34,renter|family_with_kids|single|eco_conscious,Scandinavian|Farmhouse|Bohemian,Natural Wood,Dim Natural,226.13,0.072
CUST00696,45-54,pet_owner|family_with_kids|renter,Industrial,Monochrome,Bright Artificial,268.77,0.041
CUST00697,35-44,home_chef|homeowner|frequent_entertainer|eco_conscious,Bohemian|Mid-Century|Scandinavian,Monochrome,Dim Natural,1489.16,0.152
CUST00698,25-34,pet_owner|homeowner|diy_enthusiast|renter,Traditional|Farmhouse,Monochrome,Bright Natural,668.0,0.247
CUST00699,45-54,pet_owner|home_chef|family_with_kids|couple,Scandinavian,Jewel Tones|Pastels,Dim Natural,916.1,0.34
CUST00700,45-54,couple|family_with_kids|renter,Bohemian|Coastal|Industrial,Jewel Tones|Black & White,Bright Artificial,114.51,0.053
CUST00701,18-24,family_with_kids|frequent_entertainer,Coastal,Monochrome,Dim Natural,347.7,0.713
CUST00702,65+,family_with_kids|couple|diy_enthusiast|single,Farmhouse,Pastels,Dim Natural,534.11,0.319
CUST00703,35-44,couple|eco_conscious|pet_owner,Industrial|Traditional,Natural Wood,Bright Natural,132.87,0.044
CUST00704,18-24,couple|family_with_kids|diy_enthusiast|single,Modern|Eclectic|Mid-Century,Metallics,Mixed,497.11,0.422
CUST00705,55-64,renter|single|family_with_kids|eco_conscious,Industrial|Mid-Century|Scandinavian,Pastels|Natural Wood,Bright Artificial,327.84,0.027
CUST00706,45-54,pet_owner|home_chef,Industrial|Coastal|Mid-Century,Black & White|Natural Wood,Dim Natural,900.48,0.073
CUST00707,65+,couple|pet_owner|frequent_entertainer,Modern,Neutrals|Pastels,Dim Natural,361.74,0.024
CUST00708,45-54,homeowner|single|frequent_entertainer,Minimalist|Farmhouse|Modern,Blues,Bright Artificial,557.53,0.031
CUST00709,25-34,renter|couple,Eclectic|Bohemian|Mid-Century,Neutrals|Pastels,Mixed,339.15,0.174
CUST00710,35-44,family_with_kids|home_chef,Eclectic|Minimalist|Scandinavian,Greens|Blues,Mixed,514.27,0.137
CUST00711,25-34,renter|pet_owner|eco_conscious,Traditional,Pastels|Blues,Dim Artificial,568.64,0.097
CUST00712,25-34,homeowner|diy_enthusiast|eco_conscious,Bohemian,Metallics,Bright Natural,361.9,0.132
CUST00713,35-44,family_with_kids|diy_enthusiast|home_chef|renter,Minimalist,Pastels,Bright Natural,885.77,0.063
CUST00714,35-44,home_chef|frequent_entertainer,Traditional,Black & White,Dim Natural,1314.49,0.224
CUST00715,55-64,diy_enthusiast|eco_conscious|couple|pet_owner,Traditional|Industrial|Coastal,Jewel Tones,Bright Artificial,606.72,0.081
CUST00716,55-64,renter|home_chef|homeowner|family_with_kids,Traditional|Coastal|Industrial,Metallics,Bright Natural,388.96,0.179
CUST00717,25-34,couple|single,Minimalist,Pastels|Metallics,Mixed,421.7,0.188
CUST00718,55-64,renter|single|pet_owner|homeowner,Traditional,Greens|Monochrome,Dim Artificial,520.55,0.439
CUST00719,25-34,home_chef|renter,Minimalist|Bohemian|Farmhouse,Blues,Mixed,478.54,0.189
CUST00720,35-44,single|homeowner|family_with_kids,Traditional|Farmhouse,Monochrome,Dim Artificial,577.02,0.14
CUST00721,18-24,home_chef|single,Scandinavian,Monochrome|Black & White,Bright Artificial,1126.56,0.026
CUST00722,35-44,couple|eco_conscious|single,Scandinavian,Black & White|Metallics,Bright Natural,345.84,0.233
CUST00723,18-24,frequent_entertainer|eco_conscious|renter,Mid-Century|Farmhouse,Pastels|Metallics,Bright Artificial,324.25,0.129
CUST00724,25-34,home_chef|renter,Eclectic|Bohemian|Minimalist,Blues|Greens,Bright Natural,594.16,0.106
CUST00725,18-24,single|eco_conscious,Traditional|Minimalist,Monochrome|Metallics,Dim Artificial,255.89,0.113
CUST00726,25-34,pet_owner|frequent_entertainer|homeowner|home_chef,Industrial|Modern,Metallics|Black & White,Mixed,1416.49,0.198
CUST00727,25-34,home_chef|eco_conscious|pet_owner|homeowner,Modern|Traditional|Coastal,Pastels,Dim Natural,657.56,0.511
CUST00728,35-44,couple|family_with_kids|single|renter,Bohemian|Modern|Coastal,Metallics,Mixed,247.68,0.126
CUST00729,35-44,family_with_kids|diy_enthusiast|renter,Coastal|Farmhouse|Bohemian,Greens|Metallics,Dim Artificial,354.5,0.099
CUST00730,18-24,pet_owner|diy_enthusiast|frequent_entertainer,Mid-Century|Industrial|Minimalist,Blues,Dim Artificial,1440.25,0.068
CUST00731,18-24,diy_enthusiast|frequent_entertainer,Traditional|Industrial|Scandinavian,Warm Earth Tones|Black & White,Bright Artificial,326.58,0.2
CUST00732,35-44,single|pet_owner|homeowner|eco_conscious,Bohemian,Blues,Dim Artificial,110.17,0.325
CUST00733,18-24,home_chef|family_with_kids|couple|single,Farmhouse,Black & White|Blues,Bright Natural,649.78,0.139
CUST00734,35-44,family_with_kids|diy_enthusiast|couple|renter,Minimalist|Eclectic,Black & White|Jewel Tones,Dim Artificial,388.48,0.31
CUST00735,45-54,renter|diy_enthusiast|family_with_kids|couple,Modern,Black & White,Dim Artificial,493.11,0.081
CUST00736,45-54,renter|home_chef|single|diy_enthusiast,Eclectic,Warm Earth Tones|Black & White,Dim Artificial,1405.76,0.588
CUST00737,25-34,pet_owner|family_with_kids,Coastal|Mid-Century,Blues|Greens,Bright Artificial,262.11,0.2
CUST00738,35-44,diy_enthusiast|single|home_chef|pet_owner,Industrial|Bohemian|Traditional,Metallics,Bright Natural,1154.04,0.146
CUST00739,25-34,home_chef|frequent_entertainer|family_with_kids,Mid-Century|Eclectic|Coastal,Monochrome|Black & White,Dim Artificial,388.12,0.42
CUST00740,25-34,family_with_kids|diy_enthusiast,Bohemian|Mid-Century|Scandinavian,Black & White|Greens,Bright Artificial,784.4,0.066
CUST00741,25-34,family_with_kids|renter|couple|single,Mid-Century,Neutrals|Black & White,Bright Artificial,229.24,0.205
CUST00742,25-34,pet_owner|family_with_kids|frequent_entertainer,Minimalist|Eclectic,Monochrome,Dim Artificial,1099.35,0.458
CUST00743,55-64,home_chef|pet_owner|family_with_kids|homeowner,Coastal|Mid-Century,Jewel Tones,Bright Artificial,1270.04,0.073
CUST00744,25-34,home_chef|diy_enthusiast|single,Mid-Century|Traditional,Warm Earth Tones|Natural Wood,Mixed,962.11,0.457
CUST00745,45-54,eco_conscious|pet_owner|renter,Modern|Scandinavian|Minimalist,Blues|Black & White,Dim Natural,377.87,0.116
CUST00746,35-44,single|diy_enthusiast,Modern|Industrial,Jewel Tones|Neutrals,Mixed,233.44,0.145
CUST00747,35-44,eco_conscious|homeowner,Eclectic|Modern|Farmhouse,Black & White,Bright Artificial,280.14,0.017
CUST00748,18-24,diy_enthusiast|single|homeowner,Modern|Mid-Century,Warm Earth Tones|Natural Wood,Bright Natural,764.43,0.099
CUST00749,45-54,frequent_entertainer|single,Bohemian|Farmhouse|Scandinavian,Jewel Tones|Metallics,Mixed,590.59,0.469
CUST00750,45-54,eco_conscious|homeowner,Farmhouse|Eclectic,Greens,Mixed,140.21,0.277
CUST00751,35-44,diy_enthusiast|family_with_kids|frequent_entertainer,Minimalist|Bohemian|Industrial,Blues|Warm Earth Tones,Mixed,713.64,0.168
CUST00752,25-34,eco_conscious|couple,Eclectic|Mid-Century,Greens,Bright Artificial,485.55,0.376
CUST00753,65+,family_with_kids|renter|diy_enthusiast|frequent_entertainer,Industrial|Bohemian,Metallics,Dim Natural,1349.61,0.019
CUST00754,45-54,home_chef|couple|frequent_entertainer,Minimalist|Eclectic,Greens|Jewel Tones,Mixed,524.73,0.558
CUST00755,35-44,homeowner|renter,Scandinavian|Mid-Century,Monochrome,Dim Natural,235.07,0.385
CUST00756,55-64,homeowner|eco_conscious|frequent_entertainer,Eclectic|Bohemian|Modern,Black & White,Bright Artificial,1441.3,0.101
CUST00757,18-24,single|diy_enthusiast,Bohemian|Scandinavian,Natural Wood|Metallics,Dim Natural,308.26,0.157
CUST00758,25-34,single|eco_conscious|family_with_kids|pet_owner,Eclectic|Bohemian,Monochrome|Jewel Tones,Dim Natural,446.43,0.197
CUST00759,65+,home_chef|homeowner|couple,Traditional,Jewel Tones|Metallics,Dim Natural,982.3,0.331
CUST00760,35-44,couple|single,Farmhouse|Coastal|Modern,Pastels|Neutrals,Mixed,486.97,0.05
CUST00761,35-44,renter|diy_enthusiast,Scandinavian|Modern,Jewel Tones|Blues,Mixed,414.55,0.22
CUST00762,18-24,pet_owner|couple,Modern,Blues|Pastels,Dim Natural,406.7,0.289
CUST00763,25-34,frequent_entertainer|single|family_with_kids,Industrial|Minimalist,Black & White,Dim Artificial,993.86,0.442
CUST00764,45-54,renter|eco_conscious,Scandinavian|Eclectic,Blues|Monochrome,Dim Natural,102.73,0.044
CUST00765,65+,diy_enthusiast|homeowner|frequent_entertainer,Eclectic,Metallics|Pastels,Bright Artificial,936.21,0.111
CUST00766,18-24,diy_enthusiast|home_chef|pet_owner,Bohemian,Warm Earth Tones|Neutrals,Mixed,400.86,0.283
CUST00767,35-44,single|family_with_kids|home_chef|eco_conscious,Minimalist|Industrial|Bohemian,Neutrals|Metallics,Dim Natural,434.52,0.094
CUST00768,45-54,single|family_with_kids|pet_owner|renter,Bohemian,Neutrals,Bright Natural,507.73,0.107
CUST00769,25-34,frequent_entertainer|pet_owner|home_chef|single,Coastal,Natural Wood|Pastels,Dim Natural,600.18,0.182
CUST00770,45-54,renter|diy_enthusiast|family_with_kids|eco_conscious,Eclectic,Jewel Tones|Pastels,Bright Artificial,202.02,0.04
CUST00771,55-64,frequent_entertainer|family_with_kids,Farmhouse,Blues|Warm Earth Tones,Dim Natural,403.04,0.055
CUST00772,35-44,single|pet_owner,Minimalist,Warm Earth Tones|Natural Wood,Bright Artificial,366.64,0.102
CUST00773,25-34,home_chef|couple|eco_conscious|single,Traditional|Farmhouse|Mid-Century,Blues|Jewel Tones,Mixed,970.73,0.124
CUST00774,65+,family_with_kids|diy_enthusiast|home_chef,Scandinavian|Farmhouse,Metallics,Dim Natural,566.46,0.135
CUST00775,25-34,diy_enthusiast|homeowner|pet_owner,Eclectic|Mid-Century,Black & White,Bright Natural,500.93,0.11
CUST00776,45-54,diy_enthusiast|family_with_kids|eco_conscious,Mid-Century,Warm Earth Tones|Greens,Bright Artificial,397.65,0.04
CUST00777,55-64,eco_conscious|couple|renter,Mid-Century|Traditional|Scandinavian,Black & White|Blues,Dim Natural,159.53,0.057
CUST00778,25-34,homeowner|couple,Mid-Century|Scandinavian,Greens,Bright Artificial,390.89,0.423
CUST00779,65+,couple|frequent_entertainer,Bohemian,Natural Wood|Metallics,Bright Natural,1086.11,0.133
CUST00780,18-24,renter|frequent_entertainer,Minimalist|Eclectic,Blues,Mixed,1401.23,0.109
CUST00781,35-44,diy_enthusiast|pet_owner,Industrial|Traditional|Farmhouse,Black & White|Natural Wood,Dim Natural,730.4,0.062
CUST00782,25-34,homeowner|couple|home_chef,Modern|Industrial|Mid-Century,Black & White,Bright Natural,1450.31,0.085
CUST00783,18-24,pet_owner|home_chef,Bohemian,Natural Wood|Metallics,Bright Artificial,1271.79,0.061
CUST00784,35-44,family_with_kids|couple,Farmhouse,Jewel Tones,Bright Artificial,108.76,0.122
CUST00785,65+,single|homeowner|pet_owner|renter,Eclectic|Farmhouse|Scandinavian,Black & White|Blues,Bright Artificial,164.52,0.075
CUST00786,25-34,pet_owner|homeowner|single|family_with_kids,Eclectic|Modern|Scandinavian,Natural Wood,Bright Artificial,429.76,0.114
CUST00787,25-34,homeowner|eco_conscious,Traditional|Industrial,Greens,Bright Artificial,566.42,0.271
CUST00788,25-34,single|eco_conscious|homeowner|pet_owner,Coastal|Modern|Traditional,Jewel Tones,Mixed,262.66,0.273
CUST00789,25-34,single|renter|frequent_entertainer,Eclectic|Bohemian,Jewel Tones,Bright Natural,1485.47,0.281
CUST00790,45-54,diy_enthusiast|frequent_entertainer,Scandinavian|Industrial,Pastels,Bright Natural,481.48,0.056
CUST00791,55-64,homeowner|home_chef|eco_conscious|couple,Modern,Greens,Dim Natural,703.27,0.156
CUST00792,25-34,pet_owner|diy_enthusiast|renter|couple,Modern|Farmhouse|Coastal,Warm Earth Tones,Bright Natural,215.87,0.145
CUST00793,25-34,family_with_kids|diy_enthusiast|pet_owner,Industrial,Metallics|Blues,Bright Artificial,476.36,0.358
CUST00794,35-44,homeowner|home_chef|family_with_kids,Scandinavian|Mid-Century|Traditional,Monochrome|Black & White,Dim Natural,1480.98,0.086
CUST00795,25-34,single|diy_enthusiast|frequent_entertainer|eco_conscious,Modern|Minimalist|Traditional,Pastels|Greens,Dim Natural,966.51,0.108
CUST00796,35-44,pet_owner|frequent_entertainer,Industrial|Coastal,Jewel Tones|Warm Earth Tones,Mixed,389.32,0.029
CUST00797,18-24,single|frequent_entertainer|renter|home_chef,Eclectic|Bohemian|Minimalist,Black & White,Mixed,724.56,0.049
CUST00798,35-44,couple|diy_enthusiast|single,Industrial|Minimalist|Modern,Jewel Tones|Pastels,Bright Natural,746.86,0.052
CUST00799,55-64,homeowner|home_chef|eco_conscious,Minimalist|Farmhouse|Modern,Pastels,Mixed,1466.25,0.142
CUST00800,65+,eco_conscious|couple,Scandinavian,Warm Earth Tones|Greens,Bright Artificial,125.52,0.069
